journal,title,year,nchar,is_empty,is_abstract,r_did,r_rdd,r_internet,r_ols,r_arch,r_natexp,r_financialcrisis,r_identification,r_data,r_bigdata,r_admin,r_ml,r_python
Journal of Agricultural and Resource Economics,Local Labor Market Conditions and the Jobless Poor: How Much Does Local Job Growth Help in Rural Areas?,2003,47729,False,False,0,0,0,5,0,0,0,0,6,0,0,0,0
Essays in Economic and Business History,HOSPITAL ADVERTISING IN THE BEGINNING: MARKETPLACE DYNAMICS AND THE LIFTING OF THE BAN,2004,33625,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Essays in Economic and Business History,"ACCOUNTiNG, ENGINEERING, OR ADVERTISING? LIMITED LIABILITY, THE COMPANY PROSPECTUS, AND THE LANGUAGE OF UNCERTAINTY IN VICTORIAN BRITAIN",2004,60075,False,False,0,0,0,0,0,0,0,0,6,0,0,0,0
Essays in Economic and Business History,THE SOCIAL BACKGROUND OF NINEETEENTH-CENTURY INNOVATORS IN THE AMERICAN IRON AND STEEL INDUSTRY,2004,41973,False,False,0,0,0,0,0,0,0,0,6,0,0,0,0
Essays in Economic and Business History,TUGWELL AFTER EIGHTY YEARS,2004,32393,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Essays in Economic and Business History,"AN OPPORTUNITY SEIZED: J & B SERVICES, INC., THE 1970S AND 1980S DEREGULATION OF THE MOTOR CARRIER SYSTEM, AND THE POTENTIAL FOR SMALL BUSINESS",2004,49077,False,False,0,0,2,0,0,0,0,0,4,0,0,0,0
Essays in Economic and Business History,THE CHOSEN INSTRUMENT? RECONSIDERING THE EARLY RELATIONSHIP BETWEEN PAN AMERICAN AIRWAYS AND THE U.S. GOVERNMENT,2004,46521,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"AMERICAN MANUFACTURING, AMERICAN TECHNOLOGY AND THE LABOR QUESTION AT THE PARIS EXPOSITION UNIVERSELLE OF 1867",2004,34544,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"PUBLIC ENTERPRISE, SLAVE LABOR, AND TECHNOLOGICAL LEARNING IN THE NINETEENTH-CENTURY BRAZILIAN IRON INDUSTRY",2004,55962,False,False,0,0,0,0,0,0,0,0,7,0,0,0,0
Essays in Economic and Business History,THE NEW DEAL GOES TO WAR: THE ROLE OF THE ALPHABET AGENCIES IN WORLD WAR II MOBILIZATION,2004,45988,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,THE COST OF A MAN’S LIFE IN SIXTEENTH-CENTURY NAPLES: GALLEY ROWERS ON THE EARLY MODERN MEDITERRANEAN,2004,51624,False,False,0,0,0,0,0,0,0,0,13,0,0,0,0
Essays in Economic and Business History,SPREADING THE IDEAL OF MASS SHAREOWNERSHIP: PUBLIC RELATIONS AND THE NYSE,2004,59262,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0
Essays in Economic and Business History,"AMERICAN MANUFACTURING, AMERICAN TECHNOLOGY AND THE LABOR QUESTION AT THE PARIS EXPOSITION UNIVERSELLE OF 1867",2004,34544,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,Title Page and Table of Contents,2004,9255,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"AN OPPORTUNITY SEIZED: J & B SERVICES, INC., THE 1970S AND 1980S DEREGULATION OF THE MOTOR CARRIER SYSTEM, AND THE POTENTIAL FOR SMALL BUSINESS",2004,49077,False,False,0,0,2,0,0,0,0,0,4,0,0,0,0
Essays in Economic and Business History,THE NEW DEAL GOES TO WAR: THE ROLE OF THE ALPHABET AGENCIES IN WORLD WAR II MOBILIZATION,2004,45988,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,BANKERS’ PREFERENCES AND LOCATING FEDERAL RESERVE BANK LOCATIONS,2004,80342,False,False,0,0,0,0,0,0,0,0,11,0,0,0,0
Essays in Economic and Business History,"THE CONSEQUENCES OF CRUELTY THE ESCALATION OF SERVANT AND SLAVE ABUSE, 1750-1780",2004,51691,False,False,0,0,0,0,0,0,0,3,1,0,0,0,0
Essays in Economic and Business History,TUGWELL AFTER EIGHTY YEARS,2004,32393,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Essays in Economic and Business History, THE COST OF A MAN’S LIFE IN SIXTEENTH-CENTURY NAPLES: GALLEY ROWERS ON THE EARLY MODERN MEDITERRANEAN,2004,51624,False,False,0,0,0,0,0,0,0,0,13,0,0,0,0
Essays in Economic and Business History,1957: LUDWIG ERHARD’S ANNUS TERRIBILIS,2004,40061,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"THE CONSEQUENCES OF CRUELTY THE ESCALATION OF SERVANT AND SLAVE ABUSE, 1750-1780",2004,51691,False,False,0,0,0,0,0,0,0,3,1,0,0,0,0
Essays in Economic and Business History,"J.P. MORGAN, THE CLAYTON ANTITRUST ACT, AND INDUSTRIAL FINANCE-CONSTRAINTS IN THE EARLY TWENTIETH CENTURY",2004,47499,False,False,0,0,0,0,0,1,0,0,12,0,0,0,0
Essays in Economic and Business History,"ACCOUNTiNG, ENGINEERING, OR ADVERTISING? LIMITED LIABILITY, THE COMPANY PROSPECTUS, AND THE LANGUAGE OF UNCERTAINTY IN VICTORIAN BRITAIN",2004,60075,False,False,0,0,0,0,0,0,0,0,6,0,0,0,0
Essays in Economic and Business History,THE SOCIAL BACKGROUND OF NINEETEENTH-CENTURY INNOVATORS IN THE AMERICAN IRON AND STEEL INDUSTRY,2004,41973,False,False,0,0,0,0,0,0,0,0,6,0,0,0,0
Essays in Economic and Business History,HOSPITAL ADVERTISING IN THE BEGINNING: MARKETPLACE DYNAMICS AND THE LIFTING OF THE BAN,2004,33625,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Essays in Economic and Business History,"THE BUSINESS OF THE CANAL: THE ECONOMICS AND POLITICS OF THE CARTER ADMINISTRATION’S PANAMA CANAL ZONE INITIATIVE, 1978",2004,47000,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"THE ENGINEER AS PROMOTER: RICHARD B. OSBORNE, THE CAMDEN AND ATLANTIC RAILROAD, AND THE CREATION OF ATLANTIC CITY",2004,38427,False,False,0,0,0,0,0,0,0,0,3,0,0,0,0
Essays in Economic and Business History,WHAT ON EARTH HAPPENED TO THE ACCOUNTING PROFESSION (ABSTRACT),2004,1496,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Essays in Economic and Business History,"“FORESEEING, THRIFTY ECONOMICAL”? THE PROVIDENT CLOTH ING AND SUPPLY COMPANY AND WORKING CLASS CONSUMER CREDIT IN THE UNITED KINGDOM, 1925-60",2004,49994,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History, THE CHOSEN INSTRUMENT? RECONSIDERING THE EARLY RELATIONSHIP BETWEEN PAN AMERICAN AIRWAYS AND THE U.S. GOVERNMENT,2004,46521,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,SPREADING THE IDEAL OF MASS SHAREOWNERSHIP: PUBLIC RELATIONS AND THE NYSE,2004,59262,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0
Essays in Economic and Business History,BANKERS’ PREFERENCES AND LOCATING FEDERAL RESERVE BANK LOCATIONS,2004,80342,False,False,0,0,0,0,0,0,0,0,11,0,0,0,0
Essays in Economic and Business History,"PERCEPTIONS OF THE PAST: THE MERGING OF ECONOMIC ANALYSIS, CULTURAL IDENTITY, AND LITERATURE",2004,37417,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,SUNSETTING THE ICC: IS IT REALLY DEAD?,2004,52134,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,1957: LUDWIG ERHARD’S ANNUS TERRIBILIS,2004,40061,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"ECONOMICS, GRIEVANCES, PROTECTWE-EMPLOYEE UNIONIZATION, AND THE 1978 MEMPHIS FIRE AND POLICE STRIKES",2004,51489,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0
Essays in Economic and Business History,"“FORESEEING, THRIFTY ECONOMICAL”? THE PROVIDENT CLOTH ING AND SUPPLY COMPANY AND WORKING CLASS CONSUMER CREDIT IN THE UNITED KINGDOM, 1925-60",2004,49994,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"PERCEPTIONS OF THE PAST: THE MERGING OF ECONOMIC ANALYSIS, CULTURAL IDENTITY, AND LITERATURE",2004,37417,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"THE BUSINESS OF THE CANAL: THE ECONOMICS AND POLITICS OF THE CARTER ADMINISTRATION’S PANAMA CANAL ZONE INITIATIVE, 1978",2004,47000,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,WHAT ON EARTH HAPPENED TO THE ACCOUNTING PROFESSION (ABSTRACT),2004,1496,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Essays in Economic and Business History,"J.P. MORGAN, THE CLAYTON ANTITRUST ACT, AND INDUSTRIAL FINANCE-CONSTRAINTS IN THE EARLY TWENTIETH CENTURY",2004,47499,False,False,0,0,0,0,0,1,0,0,12,0,0,0,0
Essays in Economic and Business History,SUNSETTING THE ICC: IS IT REALLY DEAD?,2004,52134,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"ECONOMICS, GRIEVANCES, PROTECTWE-EMPLOYEE UNIONIZATION, AND THE 1978 MEMPHIS FIRE AND POLICE STRIKES",2004,51489,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0
Essays in Economic and Business History,"PUBLIC ENTERPRISE, SLAVE LABOR, AND TECHNOLOGICAL LEARNING IN THE NINETEENTH-CENTURY BRAZILIAN IRON INDUSTRY",2004,55962,False,False,0,0,0,0,0,0,0,0,7,0,0,0,0
Essays in Economic and Business History,"THE ENGINEER AS PROMOTER: RICHARD B. OSBORNE, THE CAMDEN AND ATLANTIC RAILROAD, AND THE CREATION OF ATLANTIC CITY",2004,38427,False,False,0,0,0,0,0,0,0,0,3,0,0,0,0
Journal of Agricultural and Resource Economics,"Explaining Variations in the Price of Dairy Quota: Flow Returns, Liquidity, Quota Characteristics, and Policy Risk",2004,58841,False,False,0,0,0,1,0,0,0,0,16,0,0,0,0
Journal of Agricultural and Resource Economics,Wholesale-Retail Marketing Margin Behavior in the Beef and Pork Industries,2004,58120,False,False,0,0,0,0,0,0,0,0,13,0,0,0,0
Journal of Agricultural and Resource Economics,A Methodology for Evaluating How Product Characteristics Impact Choice in Retail Settings with Many Zero Observations: An Application to Restaurant Wine Purchase,2004,53410,False,False,0,0,0,2,0,0,0,0,22,0,0,0,0
Journal of Agricultural and Resource Economics,A Bayesian Approach to Optimal Cross-Hedging of Cottonseed Products Using Soybean Complex Futures,2004,36980,False,False,0,0,0,0,0,0,0,0,15,0,0,0,0
Journal of Agricultural and Resource Economics,Household Expenditure Patterns for Carbohydrate Sources in Russia,2004,45493,False,False,0,0,0,0,0,0,0,0,18,0,0,0,0
Journal of Agricultural and Resource Economics,Distributional Welfare Impacts of Public Spending: The Case of Urban versus National Parks,2004,74694,False,False,0,0,0,1,0,0,0,0,25,0,0,0,0
Journal of Agricultural and Resource Economics,The Structure of Models: Understanding Theory Reduction and Testing with a Production Example,2004,37297,False,False,0,0,0,2,0,0,0,0,7,0,0,0,0
Journal of Agricultural and Resource Economics,The Price Premium for Organic Babyfood: A Hedonic Analysis,2004,57322,False,False,0,0,0,1,0,0,0,0,20,0,0,0,0
Journal of Agricultural and Resource Economics,An Analysis of the Effects of Uncertainty and Irreversibility on Farmer Participation in the Conservation Reserve Program,2004,57250,False,False,0,0,0,0,0,0,0,0,23,0,0,0,0
Journal of Agricultural and Resource Economics,Environmentally Adjusted Agricultural Productivity in the Great Plains,2004,47748,False,False,0,0,0,0,0,0,0,0,13,0,0,0,0
Journal of Agricultural and Resource Economics,Model Selection for Discrete Dependent Variables: Better Statistics for Better Steaks,2004,63857,False,False,0,0,231,0,0,0,0,0,29,0,0,0,0
Journal of Agricultural and Resource Economics,Computer and Internet Use by Great Plains Farmers,2004,49317,False,False,0,0,0,5,0,0,0,0,27,0,0,0,0
Journal of Agricultural and Resource Economics,The Voluntary Reporting System's Ability to Provide Price Transparency in the Cash Market for Dressed Steers: Evidence from South Dakota,2004,49044,False,False,0,0,0,0,0,0,0,0,3,0,0,0,0
Journal of Agricultural and Resource Economics,Consumer Acceptance of Nutritionally Enhanced Genetically Modified Food: Relevance of Gene Transfer Technology,2004,51468,False,False,0,0,6,0,0,0,0,0,1,0,0,0,0
Journal of Agricultural and Resource Economics,Agricultural Precautionary Wealth,2004,88766,False,False,0,0,0,0,0,0,0,0,34,0,0,0,0
Journal of Agricultural and Resource Economics,Conflicts over Water in the Upper Klamath Basin and the Potential Role for Market-Based Allocations,2004,54447,False,False,0,0,0,0,0,0,0,0,16,0,0,0,0
Journal of Agricultural and Resource Economics,Using Random Parameters to Account for Heterogeneous Preferences in Contingent Valuation of Public Open Space,2004,58896,False,False,0,0,0,6,0,0,0,0,26,0,0,0,0
Journal of Agricultural and Resource Economics,Activists and Corporate Behavior in Food Processing and Retailing: A Sequential Bargaining Game,2004,49317,False,False,0,0,0,0,0,0,0,0,6,0,0,0,0
Journal of Agricultural and Resource Economics,Stochastic Dominance in Wheat Variety Development and Release Strategies,2004,48803,False,False,0,0,0,0,0,0,0,0,23,0,0,0,0
Journal of Agricultural and Resource Economics,Cost-Responsiveness of Conservation Practice Adoption: A Revealed Preference Approach,2004,59200,False,False,0,0,0,0,0,0,0,0,15,0,0,0,0
Journal of Agricultural and Resource Economics,Net Costs of Wildlife Damage on Private Lands,2004,88928,False,False,0,0,1,0,0,1,0,0,50,0,0,0,0
Journal of Agricultural and Resource Economics,"Abstracts of Invited and Selected Papers, WAEA Annual Meetings, Honolulu, Hawaii, June 30-July 2, 2004",2004,34054,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Journal of Agricultural and Resource Economics,"Labeling Policies in Food Markets: Private Incentives, Public Intervention, and Welfare Effects",2004,60863,False,False,0,0,0,0,0,0,0,0,2,0,0,0,0
Journal of Agricultural and Resource Economics,Distributional Impacts of Country-of-Origin Labeling in the U.S. Meat Industry,2004,58622,False,False,0,0,0,0,0,0,0,0,63,0,0,0,0
Journal of Agricultural and Resource Economics,The Fast Method: Estimating Unconditional Demand Elasticities for Processed Foods in the Presence of Fixed Effects,2004,62749,False,False,0,0,0,2,0,0,0,0,12,0,0,0,0
Journal of Agricultural and Resource Economics,The Impact of Market Advisory Service Recommendations on Producers' Marketing Decisions,2004,58110,False,False,0,0,0,0,0,0,0,0,12,0,0,0,0
Journal of Agricultural and Resource Economics,Determining the Price-Responsiveness of Demands for Irrigation Water Deliveries versus Consumptive Use,2004,53533,False,False,0,0,0,0,0,0,0,0,22,0,0,0,0
Journal of Agricultural and Resource Economics,Efficiency of Weather Derivatives as Primary Crop Insurance Instruments,2004,61501,False,False,0,0,0,0,0,0,0,1,31,0,0,0,0
Journal of Agricultural and Resource Economics,Effects of Country-of-Origin Labeling on Meat Producers and Consumers,2004,41778,False,False,0,0,0,3,0,0,0,1,24,0,0,0,0
Journal of Agricultural and Resource Economics,Improving Cattle Basis Forecasting,2004,72100,False,False,0,0,0,0,0,0,0,0,28,0,0,0,0
Journal of Agricultural and Resource Economics,Incorporating Environmental Impacts in the Measurement of Agricultural Productivity Growth,2004,61189,False,False,0,0,0,0,0,0,0,0,4,0,0,0,0
Journal of Agricultural and Resource Economics,Pressures and Preferences Affecting Willingness to Apply Beef Manure on Crops in the Colorado High Plains,2004,55587,False,False,0,0,0,6,0,0,0,3,4,0,0,0,0
Journal of Agricultural and Resource Economics,U.S. Consumers' Willingness to Pay for Flavor and Tenderness in Steaks as Determined with an Experimental Auction,2004,67094,False,False,0,0,0,2,0,0,0,1,11,0,0,0,0
Journal of Agricultural and Resource Economics,Comparing Hedging Effectiveness: An Application of the Encompassing Principle,2004,47058,False,False,0,0,0,0,0,0,0,1,8,0,0,0,0
Essays in Economic and Business History,MARKET ORIENTATION AND THE MULTIFACTOR PRODUCTIVITY OF CHEROKEE INDIAN FARMERS BEFORE REMOVAL,2005,40149,False,False,0,0,0,1,0,0,0,0,12,0,0,0,0
Essays in Economic and Business History,"""ONE PERCENT INSPIRATION AND 99 PERCENT TRACING PAPER”: THE PAN-ELECTRIC SCANDAL AND THE MAKING OF A CIRCUIT COURT JUDGE, APRIL-NOVEMBER 1886",2005,36770,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0
Essays in Economic and Business History,EVOLUTION OF ACCOUNTING SINCE LUCA PACIOLO,2005,14318,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"""ONE PERCENT INSPIRATION AND 99 PERCENT TRACING PAPER”: THE PAN-ELECTRIC SCANDAL AND THE MAKING OF A CIRCUIT COURT JUDGE, APRIL-NOVEMBER 1886",2005,36770,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0
Essays in Economic and Business History,EVOLUTION OF ACCOUNTING SINCE LUCA PACIOLO,2005,14318,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,CORPSE ABUSE AND THE BODY-PARTS MARKET,2005,34292,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Essays in Economic and Business History,REFRAMING THE SKILLED WORKER: THE PSYCHOLOGICAL AND INSTITUTIONAL ORIGINS OF THE GERMAN SKILLS MACHINE,2005,64953,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,“A PERSISTENT EXCEPTION TO TEXTBOOK ECONOMICS”: A HISTORICAL OVERVIEW OF INTERNATIONAL AIRLINES,2005,41014,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,REFRAMING THE SKILLED WORKER: THE PSYCHOLOGICAL AND INSTITUTIONAL ORIGINS OF THE GERMAN SKILLS MACHINE,2005,64953,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"THE BUBONIC PLAGUE OF 1349, THE WAGE-TO-RENT RATIO, AND THE ENGLISH PEASANT FAMILY",2005,29409,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"AMERICAN BUSINESS AND NORMALIZATION OF US-CHINA COMMERCIAL RELATIONS, 1979–1980",2005,44700,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"Covers, Officers, Trustees and Awards",2005,2324,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,MORE THAN A LABOR DISPUTE: THE PATCO STRIKE OF 1981,2005,35818,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,“A PERSISTENT EXCEPTION TO TEXTBOOK ECONOMICS”: A HISTORICAL OVERVIEW OF INTERNATIONAL AIRLINES,2005,41014,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,CORPSE ABUSE AND THE BODY-PARTS MARKET,2005,34292,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Essays in Economic and Business History,A GLASS HALF FULL: CAPITALIST ETHICS IN THE NOVELS OF WILL PAYNE,2005,22253,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"THE BUBONIC PLAGUE OF 1349, THE WAGE-TO-RENT RATIO, AND THE ENGLISH PEASANT FAMILY",2005,29409,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,MARKET ORIENTATION AND THE MULTIFACTOR PRODUCTIVITY OF CHEROKEE INDIAN FARMERS BEFORE REMOVAL,2005,40149,False,False,0,0,0,1,0,0,0,0,12,0,0,0,0
Essays in Economic and Business History,A GLASS HALF FULL: CAPITALIST ETHICS IN THE NOVELS OF WILL PAYNE,2005,22253,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,MORE THAN A LABOR DISPUTE: THE PATCO STRIKE OF 1981,2005,35818,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,Title Page and Table of Contents,2005,3219,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"AMERICAN BUSINESS AND NORMALIZATION OF US-CHINA COMMERCIAL RELATIONS, 1979–1980",2005,44700,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,Spatial Dynamics of the Livestock Sector in the United States: Do Environmental Regulations Matter?,2005,62990,False,False,0,0,94,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,After the Bubble: The Survival and Ownership of Internet Marketplaces for Farmers and Agribusiness,2005,53380,False,False,0,0,0,0,0,0,0,1,12,0,0,0,0
Journal of Agricultural and Resource Economics,The Demand for Food Away from Home: Do Other Preferences Compete with Our Desire to Eat Healthfully?,2005,37481,False,False,0,0,0,0,0,0,0,0,9,0,0,0,0
Journal of Agricultural and Resource Economics,Economic Principles for Saving the Cooperative Extension Service,2005,62198,False,False,0,0,0,9,0,0,0,1,72,0,0,0,0
Journal of Agricultural and Resource Economics,Market Signals Transmitted by Grid Pricing,2005,68709,False,False,0,0,0,0,0,0,0,1,14,0,0,0,0
Journal of Agricultural and Resource Economics,A Meta-Analysis of Genetically Modified Food Valuation Studies,2005,49520,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Journal of Agricultural and Resource Economics,The Overshooting Hypothesis of Agricultural Prices: The Role of Asset Substitutability,2005,76477,False,False,0,0,0,0,0,0,0,1,26,0,0,0,0
Journal of Agricultural and Resource Economics,Profit Patterns across American Agriculture,2005,51466,False,False,0,0,0,8,0,0,0,1,30,0,0,0,0
Journal of Agricultural and Resource Economics,Estimating the Potential Value of Variable Rate Nitrogen Applications: A Comparison of Spatial Econometric and Geostatistical Models,2005,40980,False,False,0,0,0,0,0,0,0,1,2,0,0,0,0
Journal of Agricultural and Resource Economics,The Economics of Testing for Biotech Grain: Application to StarLink Corn,2005,55377,False,False,0,0,0,0,0,0,0,1,38,0,0,0,0
Journal of Agricultural and Resource Economics,Is Area Yield Insurance Competitive with Farm Yield Insurance?,2005,58749,False,False,0,0,0,2,0,0,0,0,43,0,0,0,0
Journal of Agricultural and Resource Economics,A Bilateral Comparison of Fruit and Vegetable Consumption: United States and Canada,2005,33817,False,False,0,0,0,0,0,0,0,0,7,0,0,0,0
Journal of Agricultural and Resource Economics,Price Effects from an Anticipated Meatpacking Plant Opening and Unexpected Plant Closing,2005,34342,False,False,0,0,0,0,0,0,0,1,19,0,0,0,0
Journal of Agricultural and Resource Economics,On Production Function Estimation with Selectivity and Risk Considerations,2005,688,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,Reputation and Production Standards,2005,46654,False,False,0,0,0,0,0,0,0,0,12,0,0,0,0
Journal of Agricultural and Resource Economics,Regulatory Approval Decisions in the Presence of Market Externalities: The Case of Genetically Modified Wheat,2005,74827,False,False,0,0,0,0,0,0,0,0,5,0,0,0,0
Journal of Agricultural and Resource Economics,Measuring the Long-Term Regional Benefits of Salinity Reduction,2005,61331,False,False,0,0,0,6,0,0,0,1,37,0,0,0,0
Journal of Agricultural and Resource Economics,On the Empirical Finding of a Higher Risk of Poverty in Rural Areas: Is Rural Residence Endogenous to Poverty?,2005,49403,False,False,0,0,0,0,0,0,0,1,24,0,0,0,0
Journal of Agricultural and Resource Economics,Price Discovery and Pricing Choice under Divergent Supply Scenarios in an Experimental Market for Fed Cattle,2005,42237,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,Effects of Tariffs and Sanitary Barriers on High- and Low-Value Poultry Trade,2005,49011,False,False,0,0,0,0,0,0,0,2,13,0,0,0,0
Journal of Agricultural and Resource Economics,Valuation and Efficient Allocation of GSM Export Credit Guarantees,2005,56103,False,False,0,0,0,0,0,0,0,0,4,0,0,0,0
Journal of Agricultural and Resource Economics,Target Markets for Grain and Cotton Marketing Consultants and Market Information Systems,2005,53773,False,False,0,0,15,0,0,0,0,0,31,0,0,0,0
Journal of Agricultural and Resource Economics,Testing for Budget Constraint Effects in a National Advisory Referendum Survey on the Kyoto Protocol,2005,48748,False,False,0,0,0,0,0,0,0,0,10,0,0,0,0
Journal of Agricultural and Resource Economics,Pastoralist Economic Behavior: Empirical Results from Reindeer Herders in Northern Sweden,2005,57464,False,False,0,0,0,2,0,0,0,0,15,0,0,0,0
Journal of Agricultural and Resource Economics,Asymmetric Willingness-to-Pay Distributions for Livestock Manure,2005,65812,False,False,0,0,0,0,0,0,0,0,13,0,0,0,0
Journal of Agricultural and Resource Economics,Labor-Force Heterogeneity as a Source of Agglomeration Economies in an Empirical Analysis of County-Level Determinants of Food Plant Entry,2005,66917,False,False,0,0,0,0,0,0,0,0,18,0,0,0,0
Journal of Agricultural and Resource Economics,Income Earning Potential versus Consumptive Amenities in Determining Ranchland Values,2005,29433,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,Some Simulation Results for a Green Insurance Mechanism,2005,54287,False,False,0,0,0,0,0,0,0,0,14,0,0,0,0
Journal of Agricultural and Resource Economics,Does It Matter Who Scouts?,2005,34865,False,False,0,0,0,0,0,0,0,0,24,0,0,0,0
Journal of Agricultural and Resource Economics,Household Fast Food Expenditures and Children's Television Viewing: Can They Really Significantly Influence Children's Dietary Quality?,2005,58377,False,False,0,0,0,2,0,0,0,0,2,0,0,0,0
Journal of Agricultural and Resource Economics,Perceived Health Benefits and Soy Consumption Behavior: Two-Stage Decision Model Approach,2005,48838,False,False,0,0,0,0,0,0,0,1,14,0,0,0,0
Journal of Agricultural and Resource Economics,European Preferences for Beef Steak Attributes,2005,52280,False,False,0,0,0,6,0,0,0,0,3,0,0,0,0
Journal of Agricultural and Resource Economics,Transaction Frequency and Hedging in Commodity Processing,2005,65458,False,False,0,0,0,0,1,0,0,0,12,0,0,0,0
Journal of Agricultural and Resource Economics,Trading Behavior in a Marginal Organized Market,2005,93438,False,False,0,0,7,0,0,0,0,0,28,0,0,0,0
Journal of Agricultural and Resource Economics,"Abstracts of Invited Papers, WAEA Annual Meetings, San Francisco, California, July 6-8, 2005",2005,50976,False,False,0,0,0,0,0,0,0,0,17,0,0,0,0
Essays in Economic and Business History,REVERSAL OF FORTUNE: THE ROCKEFELLERS AND THE DECLINE OF BUSINESS SUPPORT FOR PROHIBITION,2006,49016,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"JUDSON CHURCHILL WELLIVER, WORDSMITH",2006,19647,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,Title Page and Table of Contents,2006,3184,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,REVERSAL OF FORTUNE: THE ROCKEFELLERS AND THE DECLINE OF BUSINESS SUPPORT FOR PROHIBITION,2006,49016,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,SLAVERY AND CIVIL LAW IN THE ANTEBELLUM SOUTH—TWO CASE STUDIES,2006,10713,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,A BRAVE NEW WORLD OF BURIALS: THE BUSINESS OF IDIOSYNCRATIC BODY DISPOSAL IN THE TWENTY-FIRST CENTURY,2006,39556,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
